"","salario","horas","iq","kww","educacion","experiencia","trabajo","edad","casado","afro","sur","zona","hermanos","num.naci","educ.madre","educ.padre","lsalario"
"675",621,43,84,24,12,14,10,31,1,0,1,0,4,3,8,6,6.4313312
"676",441,38,74,24,12,12,11,30,1,0,1,0,4,4,8,6,6.089045
"677",625,40,92,25,16,6,9,33,1,1,1,0,11,1,0,0,6.4377518
"678",726,45,93,32,12,16,5,36,1,0,1,0,5,2,6,0,6.5875502
"679",500,40,69,18,9,21,13,38,1,1,1,1,8,6,6,0,6.2146082
"680",1000,44,113,41,17,8,2,34,1,0,1,1,4,1,17,18,6.9077549
"681",393,48,92,37,12,15,16,38,1,0,1,1,1,1,8,7,5.9738102
"682",600,40,127,44,12,8,3,28,0,0,1,0,2,2,9,12,6.3969302
"683",962,50,109,44,12,21,12,37,1,0,1,0,0,1,6,0,6.8690138
"684",962,40,97,42,12,15,4,34,1,0,1,0,5,1,10,8,6.8690138
"685",865,40,66,30,11,10,7,30,1,0,0,1,14,4,0,10,6.7627301
"686",1154,50,109,46,16,10,3,35,1,0,1,1,2,1,16,14,7.0509901
"687",1386,42,109,43,16,10,11,34,1,0,1,0,1,1,4,14,7.2341771
"688",732,40,104,36,12,10,7,36,1,0,1,1,1,2,0,0,6.5957799
"689",865,40,85,44,13,4,9,34,1,0,1,1,3,3,8,8,6.7627301
"690",700,40,81,26,12,13,13,31,1,0,1,0,5,6,8,4,6.5510802
"691",975,40,87,12,9,20,10,37,1,0,1,0,3,0,5,4,6.8824382
"692",1300,40,78,40,13,12,3,33,1,0,1,1,2,3,12,12,7.1701198
"693",900,40,54,37,14,12,3,31,1,0,1,1,2,1,12,12,6.8023949
"694",829,40,98,33,12,15,15,36,1,0,0,1,4,5,8,8,6.7202201
"695",1000,40,98,34,12,17,13,36,1,0,1,1,3,0,12,0,6.9077549
"696",827,40,105,29,16,7,8,30,1,0,0,1,2,1,16,12,6.7178049
"697",500,44,87,25,13,5,2,31,1,0,1,1,7,0,12,0,6.2146082
"698",1155,40,117,25,13,9,1,28,1,0,0,1,3,2,12,12,7.051856
"699",950,55,85,30,15,8,3,29,0,0,0,1,2,0,12,12,6.856462
"700",700,40,82,35,13,10,4,30,1,0,0,1,4,5,8,0,6.5510802
"701",1710,45,114,39,18,7,6,32,1,0,0,1,1,1,12,0,7.4442492
"702",533,30,65,21,12,5,1,32,0,1,0,1,5,1,11,12,6.278522
"703",2004,48,105,48,18,10,0,34,1,0,0,1,2,1,12,12,7.602901
"704",890,60,92,20,14,9,8,32,1,0,0,1,1,2,7,7,6.7912221
"705",3078,30,107,23,13,11,4,29,1,0,0,1,2,2,12,12,8.0320349
"706",1539,40,111,41,17,10,13,37,1,0,0,1,3,2,12,16,7.3388882
"707",508,40,73,38,12,1,1,31,1,1,0,1,1,0,0,0,6.2304821
"708",1354,40,119,49,17,13,9,35,0,0,0,0,2,1,16,16,7.2108178
"709",1143,35,97,40,12,21,8,38,1,0,0,1,5,1,12,12,7.0414119
"710",962,40,110,34,12,16,8,33,1,0,0,1,2,1,10,10,6.8690138
"711",1250,44,96,32,12,19,20,38,1,0,0,1,2,1,12,12,7.130899
"712",990,40,67,23,12,16,3,34,1,1,0,1,2,1,8,8,6.8977051
"713",905,40,102,31,12,17,4,37,1,0,0,0,5,5,12,12,6.8079352
"714",926,55,64,22,12,18,0,38,1,0,0,1,4,5,0,2,6.830874
"715",1559,40,103,32,12,17,10,34,1,0,0,1,3,4,8,8,7.3518
"716",1312,40,118,39,10,14,4,32,1,0,0,1,0,1,12,8,7.1793079
"717",923,40,118,36,14,8,16,35,1,1,0,1,5,1,7,0,6.8276291
"718",879,40,118,41,18,1,9,31,1,0,0,1,1,2,13,13,6.7787852
"719",800,25,75,37,13,14,1,38,1,0,1,1,0,1,12,10,6.6846118
"720",1049,50,112,45,14,6,10,32,1,0,0,0,3,3,12,10,6.9555931
"721",550,40,95,20,12,4,1,30,0,0,0,0,3,4,12,10,6.3099179
"722",1190,40,119,38,17,4,2,34,1,0,0,1,0,1,12,14,7.081708
"723",583,48,94,35,14,10,6,37,1,0,0,0,2,1,12,12,6.368187
"724",1200,40,103,27,14,5,2,30,1,0,0,1,1,1,6,7,7.0900769
"725",797,55,90,36,16,11,5,33,1,0,0,1,5,2,14,17,6.6808548
"726",1371,40,128,50,18,8,13,36,1,0,0,0,1,2,16,12,7.2232962
"727",360,55,110,44,13,11,1,38,0,1,0,1,4,0,12,8,5.8861041
"728",1270,40,84,40,12,11,12,30,1,0,0,1,2,2,12,12,7.1467719
"729",1832,40,97,38,12,16,1,36,1,0,0,1,1,2,8,12,7.513164
"730",909,40,102,34,12,14,5,33,1,0,0,1,3,3,12,7,6.812345
"731",1746,40,131,41,18,9,10,33,1,0,0,1,7,3,12,12,7.4650831
"732",520,40,126,23,16,8,1,30,1,0,0,1,7,5,12,12,6.253829
"733",808,40,107,32,16,6,7,29,1,0,0,0,7,6,12,12,6.694562
"734",2137,45,108,45,16,11,2,36,1,0,0,1,2,3,12,0,7.6671581
"735",692,50,92,49,15,9,3,38,1,1,0,1,0,1,8,8,6.5395861
"736",931,80,108,40,16,4,1,36,1,0,0,1,4,2,12,12,6.8362589
"737",812,45,115,46,16,11,3,34,1,0,0,1,1,2,12,8,6.699501
"738",866,40,111,44,14,16,14,35,1,0,0,1,1,1,12,12,6.763885
"739",1442,40,115,47,12,14,9,36,1,0,0,1,7,5,12,12,7.273787
"740",500,40,101,31,14,12,0,32,1,0,0,0,2,2,11,6,6.2146082
"741",1384,50,114,48,18,12,2,37,1,0,0,1,1,1,12,13,7.2327328
"742",528,55,116,40,18,5,9,30,1,0,0,1,4,5,12,12,6.2690959
"743",881,40,90,41,12,4,14,36,1,0,0,0,2,3,12,0,6.7810578
"744",1026,45,125,33,12,11,11,28,1,0,0,1,3,1,14,17,6.933423
"745",1212,40,98,26,12,11,12,28,0,0,0,1,4,0,12,10,7.1000271
"746",1620,38,111,42,15,8,5,29,1,0,0,0,1,2,10,0,7.390182
"747",1843,48,109,38,16,11,2,32,1,0,0,1,3,2,12,0,7.5191498
"748",1602,60,124,36,16,12,2,37,1,0,0,1,1,2,12,12,7.3790078
"749",1000,40,121,35,13,6,1,33,1,0,0,1,2,2,8,14,6.9077549
"750",737,48,103,37,12,7,4,30,1,0,0,1,4,4,10,0,6.6025882
"751",1699,40,96,19,12,10,1,29,0,0,1,1,2,3,12,12,7.4377952
"752",1699,40,100,40,12,11,9,33,1,0,0,1,1,2,12,8,7.4377952
"753",1025,48,104,30,14,6,5,32,1,0,0,1,2,3,0,12,6.9324479
"754",1107,40,112,38,12,12,5,38,1,0,0,1,5,3,11,12,7.009409
"755",625,40,73,24,11,1,1,31,1,0,0,1,3,4,12,12,6.4377518
"756",720,50,101,39,13,1,7,29,1,0,0,1,4,2,11,11,6.5792508
"757",855,40,99,44,12,19,10,36,1,0,0,1,1,2,12,12,6.751101
"758",1250,40,95,23,12,12,2,32,1,0,0,1,2,2,12,12,7.130899
"759",1130,40,109,40,18,4,13,38,1,0,0,0,1,2,18,15,7.029973
"760",900,40,110,35,12,6,1,28,0,0,0,1,1,0,13,13,6.8023949
"761",1924,50,98,49,17,6,7,38,1,0,0,1,1,1,4,0,7.562161
"762",962,40,112,46,15,8,2,37,1,0,0,1,2,1,12,16,6.8690138
"763",1874,48,64,37,11,22,3,38,1,1,0,1,7,0,0,0,7.53583
"764",1573,55,90,28,12,5,3,30,1,0,0,1,4,3,11,8,7.3607402
"765",940,45,102,46,14,11,7,36,1,0,0,1,1,2,12,10,6.84588
"766",900,40,119,39,16,8,9,30,1,0,0,0,1,2,12,12,6.8023949
"767",882,44,96,34,12,15,13,31,1,0,0,0,6,3,8,10,6.7821922
"768",1710,45,118,40,18,12,12,38,1,0,0,1,1,1,12,12,7.4442492
"769",1260,45,79,39,12,19,15,37,1,0,0,0,3,2,9,8,7.1388669
"770",751,40,96,42,12,9,7,38,1,0,0,0,1,1,10,8,6.6214061
"771",1097,50,80,27,11,12,12,28,1,0,0,0,5,1,12,11,7.0003338
"772",1001,48,137,36,13,11,11,33,1,0,0,0,5,6,12,0,6.9087548
"773",1154,40,116,42,15,11,12,34,0,0,0,0,2,1,12,9,7.0509901
"774",1000,43,69,31,12,15,16,35,1,0,0,1,4,4,12,8,6.9077549
"775",1250,40,78,36,12,16,3,33,1,0,0,1,9,0,6,2,7.130899
"776",857,65,99,41,12,18,3,38,1,0,1,1,2,1,8,8,6.753438
"777",1211,27,92,33,12,13,3,31,1,0,0,1,3,2,16,12,7.0992022
"778",937,32,113,23,16,12,7,29,1,0,0,1,3,0,16,12,6.8426828
"779",904,50,98,29,13,7,1,33,1,0,0,1,5,0,12,0,6.806829
"780",872,45,115,30,15,7,4,29,1,0,0,1,3,1,12,18,6.7707901
"781",1200,40,96,26,9,18,0,34,1,0,0,1,4,3,0,8,7.0900769
"782",1261,40,117,41,17,1,9,35,1,0,0,1,4,1,6,8,7.1396599
"783",950,40,96,38,12,14,2,35,1,0,0,1,1,1,8,2,6.856462
"784",115,50,108,46,12,9,3,29,1,0,0,1,5,6,10,11,4.7449322
"785",673,40,92,34,17,6,4,31,1,0,0,1,5,5,16,12,6.511745
"786",1084,45,95,38,15,17,10,37,1,0,0,1,1,2,16,16,6.9884129
"787",1058,40,94,40,14,13,14,34,1,0,0,1,0,1,15,9,6.9641361
"788",800,40,115,38,12,20,12,38,1,0,0,0,7,6,7,8,6.6846118
"789",369,40,117,36,18,11,1,31,0,0,0,0,3,4,0,0,5.9107971
"790",1924,40,105,42,16,14,13,36,1,0,0,0,0,1,12,0,7.562161
"791",855,40,109,36,12,17,15,36,1,0,0,0,3,1,7,6,6.751101
"792",864,40,87,38,12,15,6,31,1,0,0,0,1,1,12,12,6.7615728
"793",1092,44,110,34,16,15,13,36,1,0,0,1,4,4,13,13,6.9957662
"794",1025,40,110,30,16,9,4,30,1,0,0,0,3,0,10,12,6.9324479
"795",850,35,109,32,12,11,2,31,1,0,0,0,2,2,17,0,6.7452359
"796",673,40,85,21,12,17,10,35,1,0,0,0,2,2,12,12,6.511745
"797",800,40,105,42,14,12,12,37,1,0,0,0,3,2,10,12,6.6846118
"798",1049,44,122,39,16,7,3,33,1,0,0,0,3,3,10,12,6.9555931
"799",884,40,108,40,17,9,11,35,1,0,0,1,3,2,14,9,6.7844572
"800",800,40,122,38,16,10,2,31,0,0,1,1,3,3,12,8,6.6846118
"801",1200,40,79,32,17,9,9,32,1,0,0,1,0,1,8,8,7.0900769
"802",664,40,105,30,12,8,10,29,1,0,0,1,7,6,12,12,6.498282
"803",1111,45,90,47,12,18,18,37,1,0,0,1,6,3,0,0,7.0130162
"804",850,43,111,38,16,8,8,34,1,0,0,1,4,2,0,0,6.7452359
"805",1000,40,110,42,12,6,12,37,1,0,0,1,5,2,8,12,6.9077549
"806",875,40,92,32,12,8,4,29,0,0,0,1,4,0,14,14,6.7742238
"807",1202,40,131,32,16,10,2,33,1,0,0,0,3,2,12,12,7.091742
"808",666,40,104,32,12,10,2,29,1,0,0,0,2,3,12,12,6.5012898
"809",923,40,110,39,16,15,11,37,1,0,0,0,2,1,12,7,6.8276291
"810",788,40,99,20,12,10,10,28,1,0,1,1,4,5,10,3,6.669498
"811",950,40,86,31,10,23,5,38,1,0,1,1,9,9,0,6,6.856462
"812",1442,40,105,42,12,9,16,37,1,0,1,1,3,4,0,0,7.273787
"813",866,40,85,26,12,11,12,30,1,1,1,0,8,5,6,0,6.763885
"814",625,40,72,34,9,17,5,34,1,0,1,0,10,7,4,0,6.4377518
"815",680,40,86,35,12,13,9,32,0,0,1,0,6,1,6,7,6.5220928
"816",693,40,68,38,12,11,19,35,1,0,1,0,5,2,12,8,6.5410299
"817",875,36,95,22,12,16,2,38,0,1,1,0,8,9,6,0,6.7742238
"818",2308,40,116,42,17,8,2,38,1,0,0,0,6,1,12,13,7.7441368
"819",1196,45,96,45,14,10,4,32,1,0,1,0,2,3,10,6,7.0867381
"820",700,38,85,36,12,13,8,32,1,1,1,1,6,0,2,8,6.5510802
"821",721,40,100,32,12,8,8,29,1,0,1,1,3,2,12,4,6.5806389
"822",1500,40,101,38,13,13,2,32,1,0,1,1,5,3,12,8,7.313221
"823",1050,50,97,31,15,4,9,31,1,1,1,1,2,1,16,9,6.9565449
"824",801,48,100,30,14,6,10,29,1,1,1,1,2,1,0,0,6.6858611
"825",640,23,96,39,12,7,3,31,0,1,1,1,5,0,0,0,6.4614682
"826",1198,32,117,39,16,7,9,30,1,0,1,1,1,2,12,12,7.0884089
"827",390,55,93,38,12,4,2,32,1,0,1,1,1,0,16,13,5.9661469
"828",889,36,116,37,12,12,11,28,1,0,1,1,1,2,9,12,6.7900972
"829",1076,38,106,42,12,19,20,36,1,0,1,1,1,1,12,9,6.9810061
"830",1127,40,98,45,12,17,12,36,1,0,1,1,1,2,14,12,7.0273151
"831",750,50,103,36,15,1,1,37,1,0,1,0,1,1,12,9,6.6200728
"832",855,40,118,41,14,6,14,33,1,0,1,0,3,1,0,12,6.751101
"833",525,40,100,22,13,5,1,31,1,0,1,0,1,1,10,12,6.2633982
"834",1104,54,96,39,12,11,4,29,1,0,1,0,1,2,10,12,7.0066948
"835",553,40,67,22,12,11,10,30,1,1,1,0,7,2,8,9,6.3153582
"836",800,43,96,27,12,10,1,29,1,0,1,0,1,1,10,10,6.6846118
"837",1384,50,104,42,13,8,7,31,1,0,1,0,3,1,13,14,7.2327328
"838",425,30,106,34,17,8,0,36,0,0,1,0,0,1,14,12,6.0520892
"839",510,54,62,34,11,13,4,33,0,1,1,1,7,6,2,10,6.2344108
"840",370,32,73,31,12,13,2,31,1,1,1,0,9,2,3,4,5.9135032
"841",596,40,62,26,12,16,14,33,1,1,1,0,9,8,2,8,6.3902411
"842",402,40,76,28,12,9,4,28,1,1,0,1,4,2,0,10,5.9964519
"843",418,40,76,26,12,12,2,31,1,1,1,0,0,1,9,10,6.035481
"844",1133,40,106,44,16,13,10,36,1,0,1,0,1,1,12,0,7.0326238
"845",681,40,94,24,12,18,15,35,0,0,1,1,4,0,9,10,6.523562
"846",950,40,81,29,11,16,5,35,1,0,1,0,3,4,10,6,6.856462
"847",600,40,87,15,10,20,7,36,1,0,1,0,0,1,5,6,6.3969302
"848",661,40,96,25,13,8,6,29,0,0,1,0,3,2,0,5,6.4937539
"849",925,40,75,27,12,12,9,30,1,0,1,0,2,2,6,0,6.8297939
"850",550,40,95,34,12,14,13,31,1,0,1,0,0,1,5,5,6.3099179
"851",606,40,86,19,11,13,11,30,1,0,1,0,4,4,3,7,6.4068799
"852",425,40,86,17,10,7,1,30,1,0,1,0,4,4,3,7,6.0520892
"853",340,50,104,41,14,4,1,31,1,0,1,1,5,3,8,18,5.8289461
"854",692,50,95,21,12,16,9,34,1,0,1,1,2,2,7,5,6.5395861
"855",575,40,116,37,12,11,9,29,1,0,1,0,1,2,8,12,6.3543701
"856",571,40,66,20,9,15,10,33,1,0,1,0,5,1,8,6,6.3473892
"857",817,40,101,38,16,11,9,32,1,0,1,1,1,2,0,5,6.7056389
"858",987,40,96,23,12,11,5,29,1,0,1,0,1,2,12,12,6.89467
"859",616,55,104,41,12,16,18,35,1,0,1,1,4,5,9,0,6.4232469
"860",1026,60,105,34,16,12,1,35,1,0,0,1,3,1,14,10,6.933423
"861",808,40,106,34,12,4,3,29,1,0,0,1,1,2,8,7,6.694562
"862",808,50,101,34,17,8,0,30,1,0,1,1,1,2,15,15,6.694562
"863",788,40,96,42,12,13,5,36,1,0,1,1,4,1,12,12,6.669498
"864",850,40,105,34,12,6,2,33,1,0,0,1,1,1,12,9,6.7452359
"865",900,38,106,40,12,10,19,38,1,0,1,1,7,0,3,2,6.8023949
"866",1418,45,102,44,12,19,20,36,1,0,1,1,2,3,8,8,7.2570028
"867",260,40,75,35,12,21,0,37,1,1,1,0,3,3,0,0,5.5606818
"868",662,45,99,27,14,7,2,28,1,1,1,0,6,1,5,5,6.495265
"869",562,55,90,46,13,4,1,38,1,0,1,0,1,1,12,11,6.331502
"870",562,80,104,30,12,11,5,28,1,0,1,0,1,0,12,12,6.331502
"871",357,70,115,37,13,5,2,30,1,0,1,1,6,7,0,0,5.8777361
"872",1009,40,118,37,16,11,12,32,1,0,1,0,0,1,12,10,6.9167151
"873",1442,40,108,40,12,17,17,36,1,0,1,1,1,1,9,12,7.273787
"874",651,40,76,30,11,11,2,29,1,1,0,1,7,7,10,11,6.4785089
"875",750,40,50,28,12,14,5,32,1,1,1,0,10,0,3,0,6.6200728
"876",754,40,55,23,12,13,14,33,1,1,1,0,2,1,10,0,6.625392
"877",700,40,73,23,12,17,9,38,1,1,1,0,8,3,0,0,6.5510802
"878",503,40,84,14,11,11,2,30,0,1,0,1,3,0,9,9,6.2205901
"879",937,40,104,37,12,14,15,32,1,0,1,0,1,2,12,9,6.8426828
"880",624,40,92,40,10,18,10,36,1,0,1,0,2,3,10,6,6.436151
"881",750,40,83,27,12,4,10,32,1,1,1,0,7,1,10,6,6.6200728
"882",900,40,98,36,14,1,8,30,1,1,1,0,7,2,10,6,6.8023949
"883",540,40,70,25,10,12,10,29,1,1,1,0,9,0,10,7,6.2915692
"884",642,35,87,26,13,9,3,30,1,0,1,0,10,10,4,10,6.4645882
"885",400,50,96,38,15,6,10,28,0,0,1,0,5,0,12,0,5.9914651
"886",900,40,80,34,10,15,14,38,1,0,1,0,3,3,12,10,6.8023949
"887",513,40,104,40,16,8,10,33,1,0,1,0,5,2,12,10,6.2402759
"888",894,40,104,35,18,7,10,35,1,0,1,0,7,8,9,8,6.7957058
"889",1282,60,96,24,18,7,5,32,1,0,1,1,4,2,12,18,7.156177
"890",485,40,89,24,12,10,9,30,0,0,1,0,4,3,12,18,6.1841488
"891",325,55,113,39,12,11,5,29,1,0,1,0,1,2,10,13,5.7838249
"892",769,45,105,29,12,16,5,33,1,0,1,0,4,1,7,7,6.6450911
"893",618,40,84,39,14,6,8,31,0,0,1,1,7,8,7,4,6.4264879
"894",1040,48,108,36,12,16,17,35,1,0,1,1,6,7,7,3,6.9469762
"895",751,40,104,32,12,15,4,34,1,0,1,1,4,3,8,3,6.6214061
"896",380,50,106,28,12,15,11,30,1,0,1,0,2,1,7,7,5.9401708
"897",300,24,83,45,12,16,3,37,1,1,1,1,4,1,3,0,5.703783
"898",753,46,70,34,10,21,7,38,1,0,1,1,4,2,12,7,6.6240649
"899",1065,65,104,39,16,10,11,34,1,0,1,1,2,3,11,12,6.9707298
"900",1070,40,91,42,12,13,1,30,1,0,0,1,1,2,14,12,6.9754138
"901",1573,55,112,42,18,7,8,34,1,0,1,1,1,1,14,18,7.3607402
"902",650,40,97,27,10,14,9,30,1,0,1,0,5,1,12,9,6.4769731
"903",700,45,99,40,12,15,7,32,1,0,1,0,4,2,10,10,6.5510802
"904",494,40,74,30,12,16,4,34,1,1,1,0,5,0,0,0,6.2025361
"905",890,48,100,40,12,4,8,31,1,0,1,0,0,1,0,0,6.7912221
"906",520,40,86,28,10,15,12,31,1,0,1,0,0,1,6,0,6.253829
"907",891,40,90,36,12,16,16,32,1,0,1,0,5,5,12,9,6.792345
"908",570,50,101,43,12,11,12,30,1,0,0,1,2,3,12,0,6.3456359
"909",1444,40,109,33,15,11,1,29,1,0,1,1,2,1,11,9,7.2751722
"910",481,48,98,26,12,14,2,31,0,1,0,1,4,3,0,0,6.1758671
"911",500,44,107,40,12,21,12,38,1,0,1,0,2,0,12,7,6.2146082
"912",1473,40,110,48,16,15,15,36,1,0,1,0,1,2,12,14,7.2950559
"913",803,40,120,35,13,4,1,28,1,0,1,1,3,4,10,12,6.688354
"914",962,50,97,34,16,7,2,30,1,0,1,1,0,1,12,12,6.8690138
"915",1000,44,103,37,12,9,5,29,1,0,1,1,0,1,11,0,6.9077549
"916",600,40,114,36,16,5,4,30,1,0,1,1,2,1,12,12,6.3969302
"917",450,40,95,31,11,12,2,30,1,0,1,0,2,3,8,8,6.1092482
"918",629,60,93,32,12,6,1,30,1,1,1,0,8,3,10,6,6.4441309
"919",492,60,67,38,12,15,2,34,1,1,1,0,3,0,8,0,6.1984792
"920",1562,40,97,28,17,7,2,32,1,0,1,1,5,1,12,13,7.3537221
"921",357,70,97,34,14,6,3,28,1,0,1,0,1,2,13,16,5.8777361
"922",960,40,83,25,13,14,13,32,1,0,1,1,4,0,10,0,6.8669329
"923",566,45,104,46,16,5,2,32,1,0,1,0,1,2,12,12,6.338594
"924",481,40,82,27,12,9,2,32,1,0,1,0,2,2,12,8,6.1758671
"925",1442,40,113,45,16,8,10,35,1,0,1,1,2,2,8,8,7.273787
"926",645,45,93,39,12,11,3,35,1,0,1,0,7,7,7,8,6.4692502
"927",788,40,100,23,11,15,6,32,1,1,1,0,5,0,9,0,6.669498
"928",644,42,101,38,12,11,5,33,1,0,1,0,4,3,12,0,6.4676991
"929",477,45,100,33,12,9,3,31,1,0,1,0,3,3,7,7,6.1675172
"930",664,60,82,30,16,10,9,34,1,1,1,1,3,4,16,16,6.498282
"931",520,40,79,28,16,6,1,30,1,1,1,0,0,1,11,0,6.253829
"932",1202,40,102,32,13,10,3,31,1,0,1,1,7,7,8,6,7.091742
"933",538,45,77,22,12,12,10,28,1,1,1,0,9,0,7,0,6.287858
"934",873,44,109,25,12,12,12,28,1,0,1,0,1,1,0,11,6.771935
"935",1000,40,107,32,12,17,18,35,1,0,1,0,5,1,0,0,6.9077549
